HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:258	{'HP:0005017', 'HP:0000934'}	{'Chondrocalcinosis', 'Polyarticular chondrocalcinosis'}	{'Calcium deposits in joints'}	{'M1120', 'M1180'}
HPO_ICD:259	{'HP:0000938'}	{'Osteopenia'}	{'Generalized osteopenia'}	{'M8580'}
HPO_ICD:260	{'HP:0040160', 'HP:0000939'}	{'Generalized osteoporosis', 'Osteoporosis'}	{'Generalized osteoporosis with pathologic fractures'}	{'M810'}
HPO_ICD:261	{'HP:0000952'}	{'Jaundice'}	{'Jaundice', 'Icterus', 'Yellow skin', 'Yellowing of the skin'}	{'R17'}
HPO_ICD:262	{'HP:0000953'}	{'Hyperpigmentation of the skin'}	{'Increased skin pigmentation', 'Cutaneous hyperpigmentation', 'Melanodermia', 'Patchy darkened skin', 'Melanoderma', 'Skin hyperpigmentation', 'Hyperpigmented lesion'}	{'L819'}
HPO_ICD:263	{'HP:0000956'}	{'Acanthosis nigricans'}	{'Keratosis nigricans', 'Darkened and thickened skin'}	{'L83'}
HPO_ICD:264	{'HP:0000957'}	{'Cafe-au-lait spot'}	{'Cafe au lait spots', 'Cafe-au-lait spots', 'Birthmark', 'Cafe-au-lait macules', 'Flat light-brown mark on skin', 'Cafe-au-lait macule'}	{'L813'}
HPO_ICD:265	{'HP:0000958'}	{'Dry skin'}	{'Dry skin', 'Xerosis'}	{'L853'}
HPO_ICD:266	{'HP:0010770', 'HP:0000960', 'HP:0010769'}	{'Pilonidal fistula', 'Sacral dimple', 'Pilonidal sinus'}	{'Pilonidal dimple', 'Spinal dimple', 'Pilonidal cyst'}	{'L0591'}
HPO_ICD:267	{'HP:0000961'}	{'Cyanosis'}	{'Blue discoloration of the skin'}	{'R230'}
HPO_ICD:268	{'HP:0000963', 'HP:0009762', 'HP:0040189'}	{'Thin skin', 'Facial wrinkling', 'Scaling skin'}	{'Thin skin', 'flaking skin', 'peeling skin', 'Desquamation', 'Facial wrinkling', 'scaly skin', 'Scaling skin'}	{'R234'}
HPO_ICD:269	{'HP:0100792', 'HP:0000965', 'HP:0100679'}	{'Lack of skin elasticity', 'Acantholysis', 'Cutis marmorata'}	"{""Nikolsky's sign"", 'Tight skin', 'Livedo reticularis'}"	{'R238'}
HPO_ICD:270	{'HP:0000966', 'HP:0000970', 'HP:0007480'}	{'Anhidrosis', 'Hypohidrosis', 'Decreased sweating due to autonomic dysfunction'}	{'Sweating, decreased', 'Sudomotor dysfunction', 'Inadequate sweating', 'Decreased sweating', 'Lack of sweating', 'Sweating dysfunction', 'Oligohidrosis', 'Decreased ability to sweat'}	{'L744'}
HPO_ICD:271	{'HP:0000967'}	{'Petechiae'}	set()	{'R233'}
HPO_ICD:272	{'HP:0000282', 'HP:0010742', 'HP:0007430', 'HP:0100695', 'HP:0012050', 'HP:0012398', 'HP:0012098', 'HP:0007514', 'HP:0000969', 'HP:0010741', 'HP:0001785'}	{'Peripheral edema', 'Edema', 'Anasarca', 'Edema of the dorsum of hands', 'Pedal edema', 'Facial edema', 'Edema of the dorsum of feet', 'Ankle swelling', 'Lipedema', 'Generalized edema', 'Edema of the upper limbs'}	{'Facial swelling', 'Lower leg swelling', 'Leg edema', 'Hydrops', 'Peripheral edema of lower extremity', 'Facial puffiness', 'Bipedal edema', 'Fluid accumulation in lower limbs', 'Water retention', 'Edema of dorsum of hands', 'Fluid accumulation in upper limbs', 'Edema of dorsum of feet', 'Extreme generalized edema', 'Edema of the lower limbs', 'Fluid retention', 'Dropsy', 'Generalized tissue edema', 'Ankle swelling', 'Oedema'}	{'R600', 'R601', 'R609'}
HPO_ICD:273	{'HP:0000971'}	{'Abnormal sweat gland morphology'}	{'Abnormalities of sweating', 'Abnormality of the sweat gland', 'Sweat gland disease'}	{'L759', 'L749'}
HPO_ICD:274	{'HP:0000972', 'HP:0000982'}	{'Palmoplantar keratoderma', 'Palmoplantar hyperkeratosis'}	{'Thick palms and soles', 'Hyperkeratosis of the palms and soles', 'Palmar and plantar keratoderma', 'Thickened palms and soles', 'Palmoplantar keratoses', 'Thickening of the outer layer of the skin of the palms and soles', 'Palmoplantar keratosis', 'Thickening of palms and soles', 'Hyperkeratosis of palms and soles'}	{'L852'}
HPO_ICD:275	{'HP:0030166', 'HP:0000975'}	{'Hyperhidrosis', 'Night sweats'}	{'Nocturnal hyperhidrosis', 'Diaphoresis', 'Increased sweating', 'Sweating', 'Sweating, increased', 'Sweating profusely', 'Night sweats', 'Profuse sweating', 'Excessive sweating'}	{'R61'}
HPO_ICD:276	{'HP:0000979'}	{'Purpura'}	{'Red or purple spots on the skin', 'Blood spots'}	{'D692'}
HPO_ICD:277	{'HP:0000980', 'HP:0001017'}	{'Pallor', 'Anemic pallor'}	{'Skin paleness', 'Paleness'}	{'R231'}
HPO_ICD:278	{'HP:0000988', 'HP:0012282'}	{'Skin rash', 'Morbilliform rash'}	{'Exanthem', 'Skin rash', 'Rash'}	{'R21'}
HPO_ICD:279	{'HP:0000989'}	{'Pruritus'}	{'pruritis', 'Itchy skin', 'Itching', 'Skin itching'}	{'L299'}
HPO_ICD:280	{'HP:0000992'}	{'Cutaneous photosensitivity'}	{'Photosensitive skin', 'Sun sensitivity', 'Sensitivity to sunlight', 'Photosensitivity', 'Skin photosensitivity', 'Photosensitive skin rashes'}	{'L568'}
HPO_ICD:281	{'HP:0005600', 'HP:0003764', 'HP:0000995'}	{'Melanocytic nevus', 'Nevus', 'Congenital giant melanocytic nevus'}	{'Giant pigmented hairy nevus', 'Melanocytic nevi', 'Giant pigmented mole', 'Nevocellular nevi', 'Melanocytic naevus', 'Mole', 'Pigmented nevi', 'Naevus', 'Pigmented naevi', 'Giant pigmented nevus', 'Noncancerous mole', 'Beauty mark', 'Nevi', 'Naevi'}	{'D229'}
HPO_ICD:282	{'HP:0000999'}	{'Pyoderma'}	{'Pus-filled lesion'}	{'L080'}
HPO_ICD:283	{'HP:0001004'}	{'Lymphedema'}	{'Lymphoedema', 'Lymphatic obstruction', 'Swelling caused by excess lymph fluid under skin', 'Onset of lymphedema around puberty'}	{'I890'}
HPO_ICD:284	{'HP:0001007', 'HP:0000998'}	{'Hypertrichosis', 'Hirsutism'}	{'Increased hair growth on body', 'Excessive hair growth', 'Excessive hairiness'}	{'L688', 'L681', 'L683', 'L680', 'L682', 'L689'}
HPO_ICD:285	{'HP:0001010'}	{'Hypopigmentation of the skin'}	{'Hypopigmented skin', 'Patchy lightened skin', 'Hypopigmentation', 'Skin hypopigmentation'}	{'L815'}
HPO_ICD:286	{'HP:0012032', 'HP:0012031', 'HP:0001012'}	{'Lipoma', 'Multiple lipomas', 'Lipomatous tumor'}	{'Fatty lump', 'Noncancerous fatty lump', 'Lipomatosis', 'Multiple fatty lumps', 'Lipomas'}	{'D179'}
HPO_ICD:287	{'HP:0007381', 'HP:0001019'}	{'Congenital exfoliative erythroderma', 'Erythroderma'}	{'Exfoliative dermititis', 'Red scaly skin caused by inflammatory skin disease', 'Generalized erythrodermia', 'Generalized erythroderma'}	{'L539', 'L26', 'L440', 'L308'}
HPO_ICD:288	{'HP:0001025'}	{'Urticaria'}	{'Hives'}	{'L509'}
HPO_ICD:289	{'HP:0001028', 'HP:0007486', 'HP:0001048', 'HP:0005306'}	{'Hemangioma', 'Cavernous hemangioma of the face', 'Capillary hemangioma', 'Cavernous hemangioma'}	{'Cavernous angioma', 'Hemangiomata', 'Strawberry mark', 'Strawberry birthmark', 'Cavernous haemangioma', 'Capillary hemangioma', 'Collection of dilated blood vessels that forms mass'}	{'D1800'}
HPO_ICD:290	{'HP:0001029'}	{'Poikiloderma'}	set()	{'L816'}
HPO_ICD:291	{'HP:0001036'}	{'Parakeratosis'}	set()	{'L218'}
HPO_ICD:292	{'HP:0001041'}	{'Facial erythema'}	{'Red face', 'Red in the face', 'Blushing', 'Ruddy face', 'Blushed cheeks', 'Rosacea'}	{'L711', 'R232', 'L718', 'L719', 'L710'}
HPO_ICD:293	{'HP:0001045', 'HP:0005602'}	{'Progressive vitiligo', 'Vitiligo'}	{'Blotchy loss of skin color'}	{'L80'}
HPO_ICD:294	{'HP:0007573', 'HP:0001047'}	{'Atopic dermatitis', 'Late onset atopic dermatitis'}	{'Dermatitis, Atopic', 'Atopic dermatitis, chronic', 'Late onset baby eczema', 'Baby eczema'}	{'L209', 'L2081'}
HPO_ICD:295	{'HP:0001051', 'HP:0007569'}	{'Generalized seborrheic dermatitis', 'Seborrheic dermatitis'}	{'Dysseborrheic dermatitis', 'Seborrheic eczema', 'Generalized seborrheic eczema', 'Seborrhea'}	{'L219'}
HPO_ICD:296	{'HP:0001055'}	{'Erysipelas'}	"{""St. Anthony's Fire""}"	{'A46'}
HPO_ICD:297	{'HP:0001057'}	{'Aplasia cutis congenita'}	{'Congenital absence of skin', 'Congenital scars', 'Absence of part of skin at birth', 'Cutis aplasia'}	{'Q848'}
HPO_ICD:298	{'HP:0001059'}	{'Pterygium'}	"{""Surfer's eye"", 'Pterygia'}"	{'H11009'}
HPO_ICD:299	{'HP:0001061'}	{'Acne'}	{'Breaking out', 'Acne'}	{'L709'}
HPO_ICD:300	{'HP:0001065'}	{'Striae distensae'}	{'Striae', 'Striae atrophicae', 'Striae cutis distensae', 'Purplish striae', 'Stretch marks'}	{'L906', 'L901', 'L902'}
HPO_ICD:301	{'HP:0001075'}	{'Atrophic scars'}	{'Sunken or indented skin due to damage', 'Thin, atrophic scars'}	{'L905'}
HPO_ICD:302	{'HP:0001080'}	{'Biliary tract abnormality'}	{'Biliary tract disease'}	{'K839'}
HPO_ICD:303	{'HP:0001081'}	{'Cholelithiasis'}	{'Gallstones'}	{'K8020'}
HPO_ICD:304	{'HP:0001082'}	{'Cholecystitis'}	{'Gallbladder inflammation'}	{'K819'}
HPO_ICD:305	{'HP:0012019', 'HP:0001083'}	{'Ectopia lentis', 'Lens luxation'}	{'Abnormality of lens position', 'Lens dislocation', 'Dislocated lens', 'Dislocated lenses'}	{'Q121', 'H2710'}
HPO_ICD:306	{'HP:0001084'}	{'Corneal arcus'}	{'Arcus senilis', 'Gerontoxon', 'Corneal annulus', 'Arcus juvenilis', 'Anterior embryotoxon', 'Arcus lipoidis'}	{'H18419'}
HPO_ICD:307	{'HP:0001085'}	{'Papilledema'}	set()	{'H4603', 'H4602', 'H4600', 'H4710', 'H4601'}
HPO_ICD:308	{'HP:0001089'}	{'Iris atrophy'}	{'Iris degeneration'}	{'H21269'}
HPO_ICD:309	{'HP:0000522', 'HP:0001092'}	{'Absent lacrimal punctum', 'Alacrima'}	{'Lacrimal punctum, absence', 'Absent lacrimal openings', 'Agenesis of the lacrimal punctum', 'Lacrimal puncta aplasia', 'Absent lacrimal fluids', 'Absent tear secretion', 'Absent lacrimal puncta', 'Aplasia of lacrimal puncta', 'Absence of tears in the eyes', 'Absent lacrimal gland puncta'}	{'Q104', 'Q106'}
HPO_ICD:310	{'HP:0001095'}	{'Hypertensive retinopathy'}	set()	{'H35039', 'H35032', 'H35031', 'H35033'}
HPO_ICD:311	{'HP:0001096'}	{'Keratoconjunctivitis'}	set()	{'H16209', 'H16202', 'H16203', 'H16201'}
HPO_ICD:312	{'HP:0001097'}	{'Keratoconjunctivitis sicca'}	{'Keratitis sicca', 'Xerophthalmia', 'Dry eyes', 'Dry eye syndrome'}	{'H04129', 'H04121', 'H04122', 'H04123', 'E507'}
HPO_ICD:313	{'HP:0200064', 'HP:0001100', 'HP:0007676', 'HP:0011500'}	{'Polycoria', 'Hypoplasia of the iris', 'Heterochromia iridis', 'Asymmetry of iris pigmentation'}	{'Hypoplastic iris', 'Underdeveloped iris', 'Iris hypoplasia', 'Heterochromia irides', 'Multiple pupils', 'Different colored eyes'}	{'Q132'}
HPO_ICD:314	{'HP:0007703', 'HP:0011532', 'HP:0000479', 'HP:0007894', 'HP:0030825', 'HP:0001103', 'HP:0000488', 'HP:0000546', 'HP:0001105', 'HP:0008052'}	{'Retinal degeneration', 'Abnormality of retinal pigmentation', 'Retinal atrophy', 'Subretinal exudate', 'Abnormal retinal morphology', 'Retinopathy', 'Hypopigmentation of the fundus', 'Absent foveal reflex', 'Abnormal macular morphology', 'Retinal fold'}	{'Retinal folds', 'Abnormal retinal pigmentation', 'Abnormal retina', 'Fundus hypopigmentation', 'Foveal reflex absent', 'Abnormality of RPE', 'Abnormality of the retinal pigment epithelium', 'Abnormality of retinal pigment epithelium', 'Abnormality of the macula', 'Macular abnormality', 'Retina issue', 'Loss of foveal reflex', 'Abnormality of the retina', 'Macula abnormality', 'Retina degeneration', 'Anomaly of the retina', 'Noninflammatory retina disease', 'Retinal disease', 'Decreased fundus pigmentation', 'Retinal pigmentary anomaly'}	{'H359', 'H3589'}
HPO_ICD:315	{'HP:0001112'}	{'Leber optic atrophy'}	{'Leber optic degeneration', 'Leber optic atrophy features'}	{'H4722'}
HPO_ICD:316	{'HP:0001114'}	{'Xanthelasma'}	{'Fatty deposits in skin around the eyes', 'Xanthoma', 'Fatty deposits on eyelids', 'Xanthelasma of periocular region', 'Xanthelasma of eyelid', 'Xanthelasma palpebrarum', 'Xanthoma of periocular region', 'Xanthoma of eyelid'}	{'H0266', 'H0264', 'H0263', 'H0261', 'H0262', 'H0260', 'H0265'}
HPO_ICD:317	{'HP:0007649', 'HP:0001116', 'HP:0001493'}	{'Falciform retinal fold', 'Congenital hypertrophy of retinal pigment epithelium', 'Macular coloboma'}	{'Congenital retinal fold'}	{'Q141'}
HPO_ICD:318	{'HP:0001118'}	{'Juvenile cataract'}	set()	{'H26009'}
HPO_ICD:319	{'HP:0001123', 'HP:0007854'}	{'Visual field defect', 'Glaucomatous visual field defect'}	{'Visual field defects', 'Partial loss of field of vision'}	{'H5340'}
HPO_ICD:320	{'HP:0001131'}	{'Corneal dystrophy'}	set()	{'H1850'}
HPO_ICD:321	{'HP:0001132'}	{'Lens subluxation'}	{'Partially dislocated lens'}	{'H27112', 'H27113', 'H2710', 'H27119', 'H27111'}
HPO_ICD:322	{'HP:0001133'}	{'Constriction of peripheral visual field'}	{'Constricted visual fields', 'Constricted visual field', 'Visual field constriction', 'Concentric narrowing of visual field', 'Limited peripheral vision'}	{'H53489'}
HPO_ICD:323	{'HP:0001137'}	{'Alternating esotropia'}	{'Alternating cross eyes'}	{'H5005'}
HPO_ICD:324	{'HP:0007634', 'HP:0001138'}	{'Optic neuropathy', 'Nonarteritic anterior ischemic optic neuropathy'}	{'Damaged optic nerve'}	{'H462'}
HPO_ICD:325	{'HP:0001139'}	{'Choroideremia'}	set()	{'H3121'}
HPO_ICD:326	{'HP:0001140'}	{'Limbal dermoid'}	{'Epibulbar dermoid', 'Benign eye tumor', 'Epibulbar dermoids'}	{'D3190', 'D3192', 'D3191'}
HPO_ICD:327	{'HP:0011501', 'HP:0011502', 'HP:0012376', 'HP:0001142'}	{'Microphakia', 'Anterior lenticonus', 'Posterior lenticonus', 'Lenticonus'}	{'Small lens'}	{'Q128'}
HPO_ICD:328	{'HP:0030668', 'HP:0001144'}	{'Orbital cyst', 'Periorbital dermoid cyst'}	{'Cyst of eye socket', 'Orbital cysts'}	{'H05812', 'H05813', 'H05811', 'H05819'}
HPO_ICD:329	{'HP:0001149'}	{'Lattice corneal dystrophy'}	{'Biber haab dimmer dystrophy'}	{'H1854'}
HPO_ICD:330	{'HP:0001153'}	{'Septate vagina'}	{'Double vagina'}	{'Q5210'}
HPO_ICD:331	{'HP:0001155'}	{'Abnormality of the hand'}	{'Abnormality of the hand', 'Abnormal hands', 'Hand anomalies', 'Hand deformities'}	{'M21949'}
HPO_ICD:332	{'HP:0001156'}	{'Brachydactyly'}	{'Short fingers or toes', 'Brachydactyly syndrome'}	{'Q681'}
HPO_ICD:333	{'HP:0001159'}	{'Syndactyly'}	{'Webbed fingers or toes'}	{'Q709'}
HPO_ICD:334	{'HP:0100258', 'HP:0001177', 'HP:0001161'}	{'Preaxial polydactyly', 'Preaxial hand polydactyly', 'Hand polydactyly'}	{'Supernumerary finger', 'Polydactyly affecting the thumb', 'Polydactyly, preaxial', 'Supernumerary thumb', 'Preaxial polydactyly of hands', 'thumb polydactyly', 'Extra finger', 'Polydactyly of the hand', 'Finger polydactyly', 'Extra thumb'}	{'Q690', 'Q691'}
HPO_ICD:335	{'HP:0001182', 'HP:0009465', 'HP:0006156', 'HP:0009381'}	{'Tapered finger', 'Short finger', 'Ulnar deviation of thumb', 'Ulnar deviation of finger'}	{'Tapered fingertips', 'Ulnar deviation of the 1st finger', 'Short finger', 'Tapered finger', 'Hypoplastic digits', 'Finger bends toward pinky', 'Hypoplastic/small fingers', 'Distally tapering fingers', 'Tapered fingers', 'Stubby finger', 'Stubby fingers', 'Tapering fingers', 'Curved thumb deviated towards palm', 'Ulnar Drift', 'Hypoplastic fingers'}	{'M20099'}
HPO_ICD:336	{'HP:0001195'}	{'Single umbilical artery'}	{'Only one artery in umbilical cord instead of two', '2 vessel cord', 'Two vessel cord', 'Two vessel umbilical cord', '2 vessel umbilical cord'}	{'Q270'}
HPO_ICD:337	{'HP:0001239'}	{'Wrist flexion contracture'}	{'Wrist flexion deformity', 'Wrist contracture'}	{'M24539'}
HPO_ICD:338	{'HP:0001249'}	{'Intellectual disability'}	{'Poor school performance', 'Mental deficiency', 'Mental retardation', 'Nonprogressive mental retardation', 'Nonprogressive intellectual disability', 'Low intelligence', 'Intellectual disability', 'Mental retardation, nonspecific', 'Mental-retardation', 'Dull intelligence'}	{'F79'}
HPO_ICD:339	{'HP:0002197', 'HP:0010819', 'HP:0010533', 'HP:0001250'}	{'Seizures', 'Spasmus nutans', 'Generalized-onset seizure', 'Atonic seizures'}	{'Generalized seizures', 'Generalized-onset seizures', 'Sudden loss of muscle tone', 'Hypotonic seizures', 'drop attacks', 'Seizures', 'Epilepsy', 'drop seizures', 'Seizure', 'astatic seizures'}	{'G40909', 'G40409'}
HPO_ICD:340	{'HP:0012378', 'HP:0003388', 'HP:0011973', 'HP:0001254'}	{'Paroxysmal lethargy', 'Easy fatigability', 'Fatigue', 'Lethargy'}	{'Malaise', 'Tired', 'Tired easily', 'Lethargy', 'Fatigue', 'Tiredness'}	{'R5383'}
HPO_ICD:341	{'HP:0001256'}	{'Intellectual disability, mild'}	{'Mild and nonprogressive mental retardation', 'Mild mental retardation', 'Mental retardation, mild', 'Mental retardation, borderline-mild', 'Intellectual disability, mild'}	{'F70'}
HPO_ICD:342	{'HP:0001259'}	{'Coma'}	{'Coma'}	{'R402224', 'R402122', 'R402343', 'R402320', 'R402211', 'R402221', 'R4020', 'R402111', 'R402310', 'R402123', 'E035', 'R402324', 'R402344', 'R402210', 'R402220', 'R402214', 'R402223', 'R402213', 'R402124', 'R402120', 'R402114', 'R402321', 'R402342', 'R402121', 'R402323', 'R402313', 'R402312', 'R402222', 'R402322', 'R402112', 'R402110', 'R402311', 'R402314', 'R402341', 'R402113', 'R402340', 'R402212'}
HPO_ICD:343	{'HP:0001260', 'HP:0002425'}	{'Anarthria', 'Dysarthria'}	{'Difficulty articulating speech', 'Loss of articulate speech', 'Dysarthric speech'}	{'I69222', 'I69922', 'R471', 'I69122', 'I69822', 'I69022', 'I69322'}
HPO_ICD:344	{'HP:0002330', 'HP:0001262', 'HP:0002329'}	{'Drowsiness', 'Excessive daytime somnolence', 'Paroxysmal drowsiness'}	{'Drowsiness', 'More than typical sleepiness during day', 'Sleepy'}	{'R400'}
HPO_ICD:345	{'HP:0001263', 'HP:0002376'}	{'Global developmental delay', 'Developmental regression'}	{'Mental and motor retardation', 'Psychomotor regression, progressive', 'Retarded development', 'Psychomotor developmental delay', 'Psychomotor regression beginning in infancy', 'Developmental delay in early childhood', 'Delayed intellectual development', 'Delayed development', 'Loss of developmental milestones', 'Delayed psychomotor development', 'Lack of psychomotor development', 'Motor and developmental delay', 'Delayed developmental milestones', 'Delayed milestones', 'Psychomotor delay', 'Mental deterioration in childhood', 'Retarded mental development', 'Retarded psychomotor development', 'Psychomotor development failure', 'Delayed cognitive development', 'Psychomotor regression', 'Cognitive delay', 'Psychomotor regression in infants', 'Neurodevelopmental regression', 'Psychomotor development deficiency', 'Developmental retardation', 'Developmental delay', 'Developmental delay, global'}	{'F88'}
HPO_ICD:346	{'HP:0001264'}	{'Spastic diplegia'}	set()	{'G801'}
HPO_ICD:347	{'HP:0031826', 'HP:0010875', 'HP:0030180', 'HP:0003438', 'HP:0001265', 'HP:0006844', 'HP:0001347', 'HP:0001284', 'HP:0008000'}	{'Areflexia', 'Absent patellar reflexes', 'Decreased corneal reflex', 'Abnormal reflex', 'Chaddock reflex', 'Hyperreflexia', 'Absent Achilles reflex', 'Hyporeflexia', 'Oppenheim reflex'}	{'Increased deep tendon reflexes', 'Decreased reflexes', 'Decreased blink reflex', 'Absent ankle reflexes', 'Absent knee jerk reflex', 'Increased reflexes', 'Loss of deep tendon reflexes', 'Absent tendon reflexes', 'Oppenheim sign', 'Decreased reflex response', 'Absent deep tendon reflexes', 'Deep tendon reflexes absent', 'Absent reflexes', 'Reduced corneal reflex'}	{'R292'}
HPO_ICD:348	{'HP:0001266', 'HP:0100248', 'HP:0002072'}	{'Choreoathetosis', 'Chorea', 'Hemiballismus'}	{'Choreiform movements', 'Ballismus', 'Choreatic disease', 'Choreoathetoid movements', 'Choreic movements'}	{'G255'}
HPO_ICD:349	{'HP:0002301', 'HP:0001269'}	{'Hemiplegia', 'Hemiparesis'}	{'Weakness of one side of body', 'Paralysis on one side of body'}	{'G8190'}
HPO_ICD:350	{'HP:0000759', 'HP:0009830', 'HP:0001271'}	{'Peripheral neuropathy', 'Polyneuropathy', 'Abnormal peripheral nervous system morphology'}	{'Neuropathy', 'Peripheral nerve damage', 'Peripheral neuritis', 'Peripheral nerve disease', 'Peripheral nervous system disease', 'Abnormal peripheral nervous system morphology'}	{'A6922', 'G64', 'G629'}
HPO_ICD:351	{'HP:0006849', 'HP:0001338', 'HP:0001274', 'HP:0002079'}	{'Hypodysplasia of the corpus callosum', 'Hypoplasia of the corpus callosum', 'Partial agenesis of the corpus callosum', 'Agenesis of corpus callosum'}	{'Partial corpus callosum agenesis', 'Hypoplasia of corpus callosum', 'Corpus callosum agenesis, partial', 'Underdevelopment of part of brain called corpus callosum', 'Partial or complete agenesis of corpus callosum', 'Agenesis of the corpus callosum', 'Corpus callosum hypoplasia', 'Absence of corpus callosum', 'Dysplastic or absent corpus callosum', 'Partial or complete agenesis of the corpus callosum', 'Hypoplastic corpus callosum', 'Callosal agenesis', 'Partial agenesis of corpus callosum', 'Partial-total agenesis of corpus callosum', 'Corpus callosum agenesis', 'Thinning of the corpus callosum', 'Small corpus callosum', 'Partial to complete agenesis of corpus callosum', 'Thin corpus callosum', 'Absent corpus callosum'}	{'Q040'}
HPO_ICD:352	{'HP:0010546', 'HP:0003750', 'HP:0001276', 'HP:0009020', 'HP:0010547', 'HP:0003752'}	{'Hypertonia', 'Exercise-induced muscle fatigue', 'Muscle flaccidity', 'Increased muscle fatiguability', 'Muscle fibrillation', 'Episodic flaccid weakness'}	{'Muscle hypertonia', 'Hypertonicity', 'Increased muscle tone', 'Twitching', 'Muscle fatigue', 'Spasticity and rigidity of muscles'}	{'R252', 'M6289'}
HPO_ICD:353	{'HP:0001278'}	{'Orthostatic hypotension'}	{'Postural hypotension', 'Decrease in blood pressure upon standing up'}	{'I951'}
HPO_ICD:354	{'HP:0001281'}	{'Tetany'}	{'Intermittent involuntary muscle spasm'}	{'R290'}
HPO_ICD:355	{'HP:0001287'}	{'Meningitis'}	set()	{'G039'}
HPO_ICD:356	{'HP:0003376', 'HP:0030187', 'HP:0007311', 'HP:0002317', 'HP:0010521', 'HP:0002515', 'HP:0006962', 'HP:0002362', 'HP:0002066', 'HP:0009046', 'HP:0002064', 'HP:0001288', 'HP:0040083', 'HP:0012407'}	{'Gait disturbance', 'Scissor gait', 'Unsteady gait', 'Gait ataxia', 'Gait instability, worse in the dark', 'Waddling gait', 'Steppage gait', 'Spastic gait', 'Toe walking', 'Titubation', 'Short stepped shuffling gait', 'Shuffling gait', 'Difficulty running', 'Gait apraxia'}	"{'Inability to coordinate movements when walking', 'Gait instability', 'Scissor gait', ""'Waddling' gait"", 'Short stepped shuffling walk', 'Gait disturbances', 'Ataxia of gait', 'Unstable walking, worse in the dark', 'Gait abnormalities', 'Toe walking', 'Difficulty running', 'Scissors gait', 'Unsteady walk', 'Toe-walking', 'Impaired gait', 'Ataxic gait', 'Abnormal walk', 'Spastic walk', 'Gait difficulties', ""'steppage' gait"", 'Scissor walk', 'Abnormal gait', 'High stepping', 'Waddling walk', 'Shuffled walk'}"	{'R260', 'R269', 'R2681', 'R2689', 'R261'}
HPO_ICD:357	{'HP:0001289', 'HP:0031258', 'HP:0006965', 'HP:0006846'}	{'Acute necrotizing encephalopathy', 'Confusion', 'Delirium', 'Acute encephalopathy'}	{'Disorientation', 'Mental disorientation', 'Easily confused', 'Confusion'}	{'F4489', 'R410'}
HPO_ICD:358	{'HP:0001297', 'HP:0002140', 'HP:0032325'}	{'Ischemic stroke', 'Lacunar stroke', 'Stroke'}	{'Cerebrovascular accident', 'Cerebral vascular events', 'Cerebrovascular accidents', 'Stroke'}	{'I639'}
HPO_ICD:359	{'HP:0001298'}	{'Encephalopathy'}	set()	{'G9340'}
HPO_ICD:360	{'HP:0001300', 'HP:0002548'}	{'Parkinsonism', 'Parkinsonism with favorable response to dopaminergic medication'}	{'Parkinsonian disease', 'Favorable response to levodopa'}	{'G20'}
HPO_ICD:361	{'HP:0030283', 'HP:0030769', 'HP:0001321', 'HP:0001302', 'HP:0006927', 'HP:0007268', 'HP:0002539', 'HP:0007227', 'HP:0002324', 'HP:0030048', 'HP:0001339'}	{'Lissencephaly', 'Pachygyria', 'Cerebellar hypoplasia', 'Aprosencephaly', 'Hydranencephaly', 'Unilateral polymicrogyria', 'Macrogyria', 'Partial absence of the septum pellucidum', 'Colpocephaly', 'Cortical dysplasia', 'Exencephaly'}	{'Neocortical dysplasia', 'Hydrancephaly', 'Hypoplastic cerebellum', 'Fewer or absent grooves in brain', 'Underdeveloped cerebellum', 'Cerebral pachygyria', 'Congenital cerebellar hypoplasia', 'Fewer and broader ridges in brain', 'Hypoplasia of cerebellum', 'Small cerebellum'}	{'Q043', 'Q048'}
HPO_ICD:362	{'HP:0001305'}	{'Dandy-Walker malformation'}	{'Dandy-walker anomaly', 'Dandy-Walker cyst'}	{'Q031'}
HPO_ICD:363	{'HP:0002380', 'HP:0001308'}	{'Fasciculations', 'Tongue fasciculations'}	{'Muscle twitch', 'Fasciculation', 'Tongue fasciculations/fibrillations', 'Tongue twitching', 'Lingual fibrillations', 'Twitching of the tongue', 'Lingual fasciculations', 'Lingual twitching', 'Muscle fasciculation', 'Tongue fasciculation'}	{'R253'}
HPO_ICD:364	{'HP:0001319', 'HP:0008935'}	{'Generalized neonatal hypotonia', 'Neonatal hypotonia'}	{'Hypotonia, neonatal', 'Generalized low muscle tone in neonate', 'Hypotonia, neonatal, generalized', 'Congenital hypotonia', 'Hypotonia, in neonatal onset', 'Low muscle tone, in neonatal onset'}	{'G709'}
